sc_point_gid,year,capacity
137164,2015,282.0
137846,2015,98.8
137848,2015,17.0
139899,2015,150.4
141266,2015,74.0
146577,2015,37.2
147941,2015,19.8
147945,2015,85.9
149313,2015,99.0
149990,2015,2.5
150680,2015,42.0
152897,2015,228.0
153579,2015,100.0
153581,2015,71.7
154948,2015,200.0
156314,2015,2.1
156318,2015,194.0
157001,2015,150.0
158984,2015,250.0
159052,2015,110.0
159055,2015,207.2
159057,2015,252.0
159739,2015,204.0
159741,2015,47.7
161671,2015,30.0
161791,2015,200.1
163843,2015,200.0
164525,2015,150.0
165209,2015,150.0
165891,2015,20.0
165893,2015,150.0
166579,2015,200.0
168630,2015,165.0
169316,2015,211.2
172735,2015,200.0
175467,2015,3.8
179572,2015,78.0
179576,2015,39.7
180260,2015,210.0
180942,2015,165.0
182308,2015,62.0
182992,2015,48.0
54337,2016,25.0
60053,2016,9.1
60056,2016,60.0
60582,2016,200.0
60741,2016,126.0
61260,2016,78.0
62107,2016,51.0
62791,2016,39.9
63959,2016,104.0
67243,2016,10.0
68064,2016,120.0
70116,2016,190.2
72851,2016,150.0
73012,2016,77.7
73535,2016,30.0
76451,2016,12.1
83208,2016,50.0
85341,2016,1.5
85342,2016,1.5
85351,2016,7.9
85944,2016,29.4
86025,2016,1.5
86026,2016,1.5
86710,2016,1.5
86711,2016,1.5
87252,2016,13.0
87395,2016,1.5
87848,2016,80.0
88078,2016,1.5
88762,2016,1.5
88763,2016,1.5
92158,2016,38.3
92727,2016,79.7
93409,2016,1.7
96147,2016,61.9
98276,2016,100.8
98883,2016,48.3
98885,2016,119.6
99568,2016,92.8
102175,2016,1.7
102305,2016,108.7
102986,2016,3.0
103013,2016,184.0
105039,2016,27.6
105722,2016,3.0
107057,2016,35.8
108460,2016,60.0
109792,2016,1.7
109927,2016,103.0
111243,2016,150.0
111849,2016,154.0
113218,2016,246.0
122007,2016,62.1
122114,2016,208.3
123481,2016,100.0
124111,2016,60.8
124165,2016,100.0
126902,2016,200.0
127732,2016,112.0
128269,2016,72.0
128954,2016,199.0
129785,2016,42.0
130469,2016,54.0
133743,2016,200.0
134468,2016,195.8
136479,2016,198.0
138532,2016,264.0
139216,2016,34.0
140583,2016,150.0
141950,2016,64.8
144003,2016,147.0
146740,2016,246.0
147424,2016,3.9
149475,2016,108.0
151528,2016,225.0
154196,2016,50.0
157005,2016,108.0
157689,2016,192.0
163158,2016,174.0
163160,2016,230.4
163844,2016,230.0
164528,2016,230.0
165211,2016,200.0
172051,2016,200.0
174101,2016,125.0
174103,2016,200.0
174105,2016,234.0
174789,2016,23.0
179573,2016,120.0
180944,2016,58.0
181628,2016,192.0
59212,2017,144.0
60580,2017,56.0
61422,2017,22.8
61907,2017,99.3
68063,2017,150.0
68235,2017,30.0
76132,2017,10.0
78389,2017,98.0
82286,2017,10.0
82970,2017,10.0
84576,2017,41.6
85260,2017,32.9
85261,2017,74.5
85705,2017,10.0
87998,2017,100.0
88079,2017,1.5
88440,2017,10.0
89989,2017,3.0
90673,2017,3.0
94855,2017,66.0
96834,2017,170.0
100934,2017,3.0
101618,2017,3.0
102302,2017,3.0
103636,2017,2.3
103670,2017,3.0
104320,2017,2.3
104354,2017,3.0
105004,2017,2.3
105038,2017,3.0
107090,2017,1.8
107138,2017,100.0
107774,2017,1.8
108458,2017,1.8
109108,2017,1.7
110478,2017,89.7
111907,2017,26.0
111927,2017,119.7
112589,2017,0.1
118748,2017,252.0
124795,2017,75.0
127586,2017,200.0
131690,2017,178.2
132375,2017,276.0
132895,2017,1.9
132995,2017,22.0
133059,2017,4.6
133101,2017,252.0
133785,2017,48.0
135794,2017,99.1
137847,2017,154.5
139049,2017,1.9
139150,2017,142.6
139900,2017,258.0
140584,2017,39.8
141202,2017,276.0
143840,2017,46.0
148725,2017,181.7
150683,2017,143.0
154265,2017,258.0
154949,2017,41.3
156317,2017,151.2
157688,2017,228.0
158372,2017,22.0
159051,2017,50.4
161104,2017,100.5
163087,2017,29.9
167945,2017,149.3
168633,2017,258.0
169314,2017,163.0
169317,2017,18.0
174104,2017,228.0
176154,2017,155.4
176841,2017,210.0
177525,2017,43.0
178208,2017,39.0
178892,2017,210.0
180940,2017,29.3
181624,2017,66.0
59808,2018,2.7
62591,2018,100.0
63996,2018,44.6
66729,2018,2.0
67331,2018,1.6
68015,2018,2.7
70067,2018,25.0
70114,2018,48.0
75538,2018,2.7
78274,2018,79.7
78486,2018,79.9
84644,2018,78.4
89365,2018,44.0
94741,2018,20.0
96109,2018,20.0
96150,2018,170.0
96907,2018,1.5
97520,2018,250.0
98202,2018,169.0
98887,2018,200.0
100936,2018,90.0
101623,2018,199.2
103065,2018,100.0
105117,2018,1.5
105725,2018,103.5
105749,2018,119.0
105750,2018,212.0
105801,2018,1.5
107093,2018,100.0
107740,2018,2.5
108425,2018,30.0
110433,2018,276.0
110476,2018,2.3
111160,2018,2.3
111164,2018,252.0
111844,2018,2.3
111848,2018,66.1
113215,2018,202.5
114664,2018,200.4
117379,2018,185.0
120008,2018,42.3
120692,2018,264.0
120746,2018,180.0
121430,2018,63.5
128271,2018,264.0
128792,2018,1.8
128955,2018,35.3
132898,2018,21.6
135795,2018,198.6
138365,2018,1.8
142468,2018,1.9
143844,2018,42.0
146571,2018,2.8
146575,2018,43.2
146739,2018,130.0
148792,2018,247.3
150682,2018,26.7
151366,2018,60.0
154880,2018,50.9
158369,2018,150.0
158373,2018,120.0
164527,2018,200.0
167261,2018,148.4
168629,2018,148.4
170680,2018,80.0
170683,2018,196.7
174786,2018,160.0
174790,2018,240.0
175474,2018,60.0
177523,2018,201.0
178894,2018,180.0
63313,2019,100.0
65877,2019,186.0
66695,2019,106.7
68612,2019,14.0
72168,2019,200.0
75767,2019,28.8
79874,2019,2.3
80378,2019,97.4
82611,2019,2.3
83892,2019,48.0
83893,2019,75.9
84482,2019,200.1
84659,2019,3.0
85166,2019,200.0
85343,2019,3.0
85350,2019,5.0
86028,2019,3.0
86712,2019,3.0
87397,2019,3.0
87398,2019,3.0
87999,2019,161.3
88080,2019,3.0
94212,2019,90.0
95463,2019,66.0
95466,2019,171.5
96149,2019,140.0
96151,2019,14.0
98203,2019,200.0
98889,2019,252.0
99573,2019,47.3
99574,2019,264.0
100258,2019,136.0
101584,2019,2.5
101645,2019,48.0
102308,2019,186.0
102329,2019,146.3
106434,2019,205.2
107058,2019,160.0
118694,2019,270.0
119378,2019,5.6
123427,2019,59.4
128270,2019,199.3
140518,2019,220.5
144528,2019,131.1
145203,2019,1.8
152895,2019,100.0
157003,2019,210.1
158370,2019,183.8
161107,2019,200.2
161788,2019,99.4
163839,2019,30.2
167947,2019,199.5
167950,2019,258.0
168634,2019,44.4
170687,2019,240.0
171371,2019,110.3
172733,2019,128.0
173419,2019,200.0
173420,2019,226.1
174788,2019,237.6
175470,2019,158.0
176158,2019,240.0
176842,2019,258.0
177526,2019,42.0
178210,2019,60.0
178890,2019,162.9
178895,2019,234.0
179579,2019,73.1
46046,2020,144.0
48781,2020,136.8
59371,2020,72.6
61257,2020,2.5
61264,2020,200.0
61947,2020,127.5
62631,2020,122.5
63228,2020,80.0
63824,2020,10.0
65362,2020,4.6
65876,2020,100.0
66559,2020,10.0
67380,2020,199.4
68748,2020,150.0
69296,2020,200.0
69978,2020,10.0
72167,2020,150.0
78867,2020,10.0
81746,2020,103.5
82377,2020,133.0
83061,2020,200.0
83798,2020,192.2
83894,2020,150.0
85883,2020,5.0
87315,2020,168.6
89270,2020,250.2
89367,2020,130.0
91268,2020,250.9
92690,2020,220.0
92725,2020,1.8
96146,2020,7.9
96836,2020,190.0
97423,2020,124.0
97517,2020,130.9
98791,2020,198.8
99570,2020,152.2
100158,2020,19.95
100252,2020,90.0
100255,2020,199.8
100256,2020,201.3
100842,2020,23.0
101526,2020,32.55
101621,2020,110.0
101625,2020,250.0
102303,2020,42.0
102309,2020,60.0
102350,2020,264.0
102381,2020,125.1
103578,2020,79.0
104381,2020,150.0
104382,2020,250.0
107118,2020,202.0
107776,2020,60.0
108507,2020,134.6
108557,2020,56.2
109065,2020,17.0
109749,2020,264.0
109794,2020,99.0
112531,2020,230.0
112590,2020,150.0
112611,2020,102.0
113214,2020,66.0
115327,2020,202.0
116010,2020,79.0
116694,2020,65.0
116716,2020,142.6
117272,2020,171.7
119324,2020,282.0
125534,2020,200.1
126903,2020,276.0
127587,2020,24.0
129638,2020,198.8
131006,2020,195.8
131635,2020,213.1
131731,2020,145.5
132265,2020,288.0
132417,2020,129.5
132418,2020,246.0
133100,2020,236.5
133784,2020,220.0
134467,2020,22.0
137052,2020,62.0
142635,2020,148.4
145372,2020,228.0
146056,2020,22.0
148108,2020,248.2
148793,2020,240.0
149477,2020,63.5
154264,2020,200.0
155564,2020,90.0
156320,2020,240.0
157004,2020,10.0
159740,2020,242.8
160422,2020,180.0
167951,2020,210.0
168635,2020,16.9
173422,2020,264.0
174102,2020,160.7
174106,2020,36.0
178896,2020,192.0
179575,2020,201.6
180258,2020,151.2
180941,2020,142.6
181623,2020,50.4
59213,2021,186.0
60581,2021,14.0
61266,2021,200.0
62106,2021,15.3
72803,2021,239.8
72853,2021,270.0
73537,2021,28.8
75749,2021,79.7
79642,2021,288.0
82430,2021,153.6
83114,2021,154.0
85850,2021,18.0
86027,2021,3.0
86534,2021,282.0
87394,2021,1.5
88683,2021,150.0
88684,2021,174.0
89368,2021,209.5
93320,2021,215.2
94225,2021,10.0
94227,2021,60.0
94910,2021,54.0
97515,2021,54.0
100941,2021,250.0
101697,2021,249.8
103034,2021,252.0
104356,2021,80.0
107697,2021,205.0
107801,2021,93.0
109110,2021,135.0
109191,2021,50.4
109827,2021,7.9
110538,2021,185.0
110539,2021,246.0
111223,2021,56.0
111847,2021,250.7
115348,2021,200.0
119377,2021,128.0
125535,2021,264.0
126163,2021,104.0
126219,2021,36.6
129639,2021,276.0
130323,2021,21.6
130845,2021,10.0
131007,2021,270.0
131047,2021,145.6
131691,2021,24.4
132416,2021,23.5
133583,2021,46.2
133679,2021,276.0
134267,2021,46.8
134268,2021,60.0
134427,2021,199.0
134469,2021,252.0
137001,2021,25.2
139834,2021,165.0
141886,2021,270.0
142636,2021,264.0
143320,2021,24.0
144687,2021,140.0
145889,2021,14.4
145890,2021,21.3
147357,2021,100.0
147425,2021,258.0
148109,2021,93.8
148791,2021,118.3
149409,2021,8.0
149995,2021,60.2
150093,2021,49.0
150679,2021,61.2
151363,2021,4.5
156932,2021,105.0
157616,2021,141.2
158300,2021,216.0
159054,2021,182.4
159668,2021,264.0
160352,2021,80.0
160424,2021,242.5
162474,2021,175.3
163771,2021,33.8
165212,2021,225.6
170004,2021,198.0
170688,2021,222.0
171367,2021,198.5
171372,2021,105.0
172054,2021,258.0
172056,2021,258.0
172738,2021,42.0
172740,2021,242.6
173423,2021,264.0
174107,2021,76.0
174791,2021,240.0
175475,2021,98.4
176151,2021,3.4
176839,2021,200.2
176840,2021,17.8
177524,2021,222.0
178209,2021,38.6
178893,2021,60.0
179577,2021,174.0
181627,2021,137.4
182311,2021,72.0
57316,2022,20.0
61259,2022,20.0
61262,2022,110.0
62630,2022,101.9
65280,2022,282.0
65875,2022,8.0
67245,2022,201.3
73487,2022,83.5
90050,2022,72.8
96835,2022,200.0
97519,2022,200.0
101624,2022,200.0
106408,2022,70.0
108459,2022,7.9
109243,2022,115.0
110479,2022,264.0
111163,2022,34.0
112528,2022,2.8
112532,2022,270.0
113212,2022,2.8
113216,2022,30.0
115904,2022,145.0
120115,2022,121.3
130160,2022,2.8
132374,2022,177.66
133057,2022,19.74
140417,2022,2.8
144005,2022,198.0
144689,2022,216.0
145373,2022,130.46
146057,2022,252.0
146741,2022,202.54
147944,2022,70.9
148041,2022,145.0
150161,2022,252.0
150845,2022,51.2
157686,2022,184.0
158371,2022,209.0
160425,2022,252.0
161109,2022,47.2
163842,2022,171.8
167266,2022,212.4
169318,2022,252.0
169319,2022,210.0
170002,2022,49.3
170003,2022,156.6
170685,2022,28.2
171369,2022,240.0
172057,2022,216.0
172736,2022,220.0
172741,2022,264.0
173424,2022,258.0
173425,2022,246.0
174108,2022,242.0
174109,2022,228.0
174792,2022,246.0
174793,2022,73.0
175476,2022,222.0
176155,2022,200.2
176159,2022,240.0
176160,2022,23.6
176843,2022,96.0
181631,2022,90.0
72119,2023,102.8
79073,2023,91.6
79171,2023,111.8
79855,2023,106.0
80539,2023,101.2
82592,2023,107.5
85262,2023,112.1
85947,2023,3.0
87902,2023,200.0
87938,2023,91.5
89954,2023,200.0
90052,2023,222.0
93544,2023,130.0
97591,2023,1.5
98888,2023,224.4
99613,2023,180.0
100370,2023,87.6
100940,2023,200.0
101012,2023,1.5
101696,2023,1.5
104262,2023,105.7
106433,2023,108.3
107802,2023,200.5
107822,2023,88.0
111222,2023,165.0
118062,2023,25.98
119379,2023,72.0
119432,2023,233.82
120747,2023,48.0
120799,2023,105.5
121431,2023,264.0
122115,2023,220.0
124166,2023,200.6
129583,2023,199.0
135110,2023,99.5
141839,2023,40.2
144004,2023,240.0
144688,2023,10.0
145210,2023,95.3
151529,2023,258.0
152097,2023,198.0
152213,2023,43.7
160419,2023,50.0
165896,2023,223.9
169999,2023,196.8
170686,2023,252.0
171370,2023,49.0
175472,2023,239.6
176844,2023,216.0
177528,2023,186.0
178212,2023,47.5
57073,2024,207.9
70800,2024,198.8
71435,2024,100.0
84429,2024,108.4
85113,2024,282.0
89900,2024,124.3
90535,2024,160.0
90736,2024,200.0
91952,2024,282.0
98107,2024,190.0
99475,2024,47.8
103671,2024,38.7
110559,2024,200.0
126363,2024,60.0
127047,2024,60.0
130468,2024,21.0
131581,2024,163.0
131837,2024,48.0
146107,2024,184.5
146626,2024,216.0
147942,2024,30.0
150677,2024,27.0
151364,2024,85.5
152896,2024,201.5
153580,2024,201.5
154263,2024,100.0
155632,2024,114.9
159736,2024,102.0
160423,2024,202.5
163156,2024,98.6
169313,2024,148.0
170001,2024,252.0
170681,2024,140.0
170682,2024,162.1
171366,2024,163.2
172053,2024,13.5
172055,2024,258.0
172739,2024,92.2
175473,2024,228.0
176157,2024,28.0
177527,2024,246.0
178206,2024,151.5
178211,2024,62.8
179578,2024,43.0
180262,2024,162.0
180946,2024,42.0
181630,2024,54.0
51516,2025,126.0
59216,2025,162.0
59218,2025,72.0
59900,2025,98.0
59901,2025,82.0
59902,2025,246.0
61423,2025,58.8
61860,2025,16.8
63826,2025,144.0
66561,2025,56.0
69383,2025,16.8
70751,2025,80.0
71484,2025,200.0
73536,2025,250.0
76906,2025,16.8
77118,2025,103.2
77590,2025,16.8
78487,2025,113.2
78958,2025,130.0
80440,2025,67.2
85797,2025,270.0
92179,2025,60.0
92180,2025,204.0
92636,2025,294.0
92863,2025,76.0
97518,2025,169.0
98929,2025,200.0
99572,2025,214.3
100159,2025,106.0
100257,2025,252.0
101646,2025,60.0
102330,2025,94.0
103718,2025,200.1
108426,2025,75.0
109855,2025,246.0
112533,2025,270.0
113217,2025,126.3
113959,2025,204.0
117378,2025,54.4
122798,2025,201.6
124167,2025,246.0
124851,2025,61.2
132214,2025,21.0
132897,2025,17.0
135632,2025,13.5
141953,2025,264.0
142637,2025,240.0
143319,2025,147.5
143321,2025,94.4
146573,2025,15.5
147261,2025,80.0
152212,2025,220.0
157685,2025,150.0
159737,2025,150.0
161105,2025,150.0
163841,2025,150.0
164529,2025,252.0
165213,2025,36.0
166578,2025,167.8
167263,2025,200.0
167946,2025,166.4
169315,2025,202.5
170000,2025,15.0
170684,2025,228.0
172737,2025,210.0
173421,2025,55.0
176156,2025,238.5
71485,2026,270.0
72169,2026,130.0
78226,2026,90.0
82329,2026,240.0
83276,2026,102.5
86432,2026,30.0
86481,2026,240.0
92178,2026,168.0
92844,2026,73.9
92861,2026,122.7
97592,2026,140.3
100371,2026,36.0
100843,2026,264.0
108487,2026,270.0
109171,2026,130.0
111117,2026,288.0
111906,2026,150.0
114643,2026,202.5
115419,2026,78.0
116695,2026,200.0
121376,2026,36.0
122060,2026,276.0
132899,2026,40.3
134363,2026,276.0
134951,2026,9.9
135047,2026,276.0
135635,2026,48.0
135731,2026,276.0
137163,2026,169.2
139053,2026,34.6
139254,2026,183.0
142570,2026,270.0
143254,2026,294.0
143938,2026,264.0
144622,2026,276.0
145306,2026,282.0
150777,2026,9.0
151461,2026,270.0
152145,2026,270.0
152829,2026,270.0
153513,2026,276.0
161036,2026,264.0
161720,2026,77.2
161790,2026,180.0
72327,2027,2.4
75064,2027,2.4
83959,2027,2.4
86696,2027,2.4
89433,2027,2.4
165210,2027,170.0
86631,2028,102.0
91420,2028,96.0
80326,2029,276.0
81010,2029,288.0
87165,2029,10.2
87849,2029,33.6
94688,2029,282.0
95372,2029,264.0
102895,2029,276.0
103579,2029,264.0
88533,2030,199.2
96056,2030,276.0
96740,2030,270.0
104263,2030,276.0
104947,2030,282.0
94004,2031,252.0
101527,2031,19.5
102211,2031,282.0
