FIPS,county_name,state
42059,greene,PA
42125,washington,PA
42129,westmoreland,PA
54001,barbour,WV
54003,berkeley,WV
54007,braxton,WV
54009,brooke,WV
54013,calhoun,WV
54015,clay,WV
54017,doddridge,WV
54021,gilmer,WV
54023,grant,WV
54025,greenbrier,WV
54027,hampshire,WV
54029,hancock,WV
54031,hardy,WV
54033,harrison,WV
54035,jackson,WV
54037,jefferson,WV
54041,lewis,WV
54049,marion,WV
54051,marshall,WV
54057,mineral,WV
54061,monongalia,WV
54063,monroe,WV
54065,morgan,WV
54067,nicholas,WV
54069,ohio,WV
54071,pendleton,WV
54073,pleasants,WV
54075,pocahontas,WV
54077,preston,WV
54083,randolph,WV
54085,ritchie,WV
54087,roane,WV
54089,summers,WV
54091,taylor,WV
54093,tucker,WV
54095,tyler,WV
54097,upshur,WV
54101,webster,WV
54103,wetzel,WV
54105,wirt,WV
54107,wood,WV
54005,boone,WV
54011,cabell,WV
54019,fayette,WV
54039,kanawha,WV
54043,lincoln,WV
54045,logan,WV
54047,mcdowell,WV
54053,mason,WV
54055,mercer,WV
54059,mingo,WV
54079,putnam,WV
54081,raleigh,WV
54099,wayne,WV
54109,wyoming,WV
51009,amherst,VA
51019,bedford,VA
51021,bland,VA
51023,botetourt,VA
51027,buchanan,VA
51035,carroll,VA
51045,craig,VA
51051,dickenson,VA
51063,floyd,VA
51067,franklin,VA
51071,giles,VA
51077,grayson,VA
51089,henry,VA
51105,lee,VA
51121,montgomery,VA
51125,nelson,VA
51141,patrick,VA
51155,pulaski,VA
51161,roanoke,VA
51167,russell,VA
51169,scott,VA
51173,smyth,VA
51185,tazewell,VA
51191,washington,VA
51195,wise,VA
51197,wythe,VA
51520,bristol,VA
51640,galax,VA
51680,lynchburg,VA
51690,martinsville,VA
51720,norton,VA
51750,radford,VA
51770,roanoke city,VA
51775,salem,VA
42023,cameron,PA
42027,centre,PA
42035,clinton,PA
42047,elk,PA
42105,potter,PA
42055,franklin,PA
42057,fulton,PA
24001,allegany,MD
24021,frederick,MD
24023,garrett,MD
24043,washington,MD
42001,adams,PA
42009,bedford,PA
42011,berks,PA
42013,blair,PA
42015,bradford,PA
42017,bucks,PA
42021,cambria,PA
42025,carbon,PA
42029,chester,PA
42031,clarion,PA
42033,clearfield,PA
42037,columbia,PA
42039,crawford,PA
42041,cumberland,PA
42043,dauphin,PA
42045,delaware,PA
42049,erie,PA
42053,forest,PA
42061,huntingdon,PA
42063,indiana,PA
42065,jefferson,PA
42067,juniata,PA
42069,lackawanna,PA
42071,lancaster,PA
42073,lawrence,PA
42075,lebanon,PA
42077,lehigh,PA
42079,luzerne,PA
42081,lycoming,PA
42083,mckean,PA
42085,mercer,PA
42087,mifflin,PA
42089,monroe,PA
42091,montgomery,PA
42093,montour,PA
42095,northampton,PA
42097,northumberland,PA
42099,perry,PA
42101,philadelphia,PA
42103,pike,PA
42107,schuylkill,PA
42109,snyder,PA
42111,somerset,PA
42113,sullivan,PA
42115,susquehanna,PA
42117,tioga,PA
42119,union,PA
42121,venango,PA
42123,warren,PA
42127,wayne,PA
42131,wyoming,PA
42133,york,PA
11001,district of columbia,MD
24003,anne arundel,MD
24005,baltimore,MD
24009,calvert,MD
24011,caroline,MD
24013,carroll,MD
24015,cecil,MD
24017,charles,MD
24019,dorchester,MD
24025,harford,MD
24027,howard,MD
24029,kent,MD
24031,montgomery,MD
24033,prince george's,MD
24035,queen anne's,MD
24037,st. mary's,MD
24039,somerset,MD
24041,talbot,MD
24045,wicomico,MD
24047,worcester,MD
24510,baltimore city,MD
51001,accomack,VA
51131,northampton,VA
10001,kent,DE
10003,new castle,DE
10005,sussex,DE
34001,atlantic,NJ
34003,bergen,NJ
34005,burlington,NJ
34007,camden,NJ
34009,cape may,NJ
34011,cumberland,NJ
34013,essex,NJ
34015,gloucester,NJ
34017,hudson,NJ
34019,hunterdon,NJ
34021,mercer,NJ
34023,middlesex,NJ
34025,monmouth,NJ
34027,morris,NJ
34029,ocean,NJ
34031,passaic,NJ
34033,salem,NJ
34035,somerset,NJ
34037,sussex,NJ
34039,union,NJ
34041,warren,NJ
36001,albany,NY
36003,allegany,NY
36005,bronx,NY
36007,broome,NY
36009,cattaraugus,NY
36011,cayuga,NY
36013,chautauqua,NY
36015,chemung,NY
36017,chenango,NY
36019,clinton,NY
36021,columbia,NY
36023,cortland,NY
36025,delaware,NY
36027,dutchess,NY
36029,erie,NY
36031,essex,NY
36033,franklin,NY
36035,fulton,NY
36037,genesee,NY
36039,greene,NY
36041,hamilton,NY
36043,herkimer,NY
36045,jefferson,NY
36047,kings,NY
36049,lewis,NY
36051,livingston,NY
36053,madison,NY
36055,monroe,NY
36057,montgomery,NY
36061,new york,NY
36063,niagara,NY
36065,oneida,NY
36067,onondaga,NY
36069,ontario,NY
36071,orange,NY
36073,orleans,NY
36075,oswego,NY
36077,otsego,NY
36079,putnam,NY
36081,queens,NY
36083,rensselaer,NY
36085,richmond,NY
36087,rockland,NY
36089,st. lawrence,NY
36091,saratoga,NY
36093,schenectady,NY
36095,schoharie,NY
36097,schuyler,NY
36099,seneca,NY
36101,steuben,NY
36105,sullivan,NY
36107,tioga,NY
36109,tompkins,NY
36111,ulster,NY
36113,warren,NY
36115,washington,NY
36117,wayne,NY
36119,westchester,NY
36121,wyoming,NY
36123,yates,NY
36059,nassau,NY
36103,suffolk,NY
50001,addison,VT
50003,bennington,VT
50005,caledonia,VT
50007,chittenden,VT
50009,essex,VT
50011,franklin,VT
50013,grand isle,VT
50015,lamoille,VT
50017,orange,VT
50019,orleans,VT
50021,rutland,VT
50023,washington,VT
50025,windham,VT
50027,windsor,VT
33001,belknap,NH
33003,carroll,NH
33005,cheshire,NH
33007,coos,NH
33009,grafton,NH
33011,hillsborough,NH
33013,merrimack,NH
33015,rockingham,NH
33017,strafford,NH
33019,sullivan,NH
25001,barnstable,MA
25003,berkshire,MA
25005,bristol,MA
25007,dukes,MA
25009,essex,MA
25011,franklin,MA
25013,hampden,MA
25015,hampshire,MA
25017,middlesex,MA
25019,nantucket,MA
25021,norfolk,MA
25023,plymouth,MA
25025,suffolk,MA
25027,worcester,MA
09110,capitol,CT
09120,greater bridgeport,CT
09130,lower connecticut river valley,CT
09140,naugatuck valley,CT
09150,northeastern connecticut,CT
09160,northwest hills,CT
09170,south central connecticut,CT
09180,southeastern connecticut,CT
09190,western connecticut,CT
44001,bristol,RI
44003,kent,RI
44005,newport,RI
44007,providence,RI
44009,washington,RI
23001,androscoggin,ME
23003,aroostook,ME
23005,cumberland,ME
23007,franklin,ME
23009,hancock,ME
23011,kennebec,ME
23013,knox,ME
23015,lincoln,ME
23017,oxford,ME
23019,penobscot,ME
23021,piscataquis,ME
23023,sagadahoc,ME
23025,somerset,ME
23027,waldo,ME
23029,washington,ME
23031,york,ME
